civilite,nom_client,postal_client,adresse_client,tel_client,profession_client,fax_client,email_client,numero_client
Mme,Nom497,67787,685 Rue Principale,0164349506,Pompier,0913590589,nom497@example.com,CL308
Mme,Nom194,68065,640 Rue Principale,0673006116,Pompier,0275189269,nom194@example.com,CL524
Mme,Nom204,27279,750 Rue Principale,0873567695,Artiste,0739753365,nom204@example.com,CL247
Mme,Nom51,60640,706 Rue Principale,0449550315,Médecin,0447529580,nom51@example.com,CL790
M.,Nom663,21530,882 Rue Principale,0328487482,Informaticien,0881073296,nom663@example.com,CL194
M.,Nom800,17499,546 Rue Principale,0571443122,Artiste,0554814458,nom800@example.com,CL949
Mme,Nom144,79168,456 Rue Principale,0629516112,Avocat,0758586383,nom144@example.com,CL926
M.,Nom422,18032,574 Rue Principale,0357520315,Enseignante,0884429144,nom422@example.com,CL122
Mme,Nom632,45526,845 Rue Principale,0320191618,Journaliste,0166592514,nom632@example.com,CL874
M.,Nom900,88469,576 Rue Principale,0854248959,Pompier,0394787776,nom900@example.com,CL257
M.,Nom292,15130,229 Rue Principale,0106583528,Enseignante,0173211519,nom292@example.com,CL733
Mme,Nom521,50506,254 Rue Principale,0368615175,Pompier,0904523858,nom521@example.com,CL755
Mme,Nom894,40164,524 Rue Principale,0790948744,Journaliste,0111281381,nom894@example.com,CL982
Mme,Nom605,99361,21 Rue Principale,0917513111,Médecin,0683160722,nom605@example.com,CL856
M.,Nom188,76685,421 Rue Principale,0341527877,Médecin,0869047207,nom188@example.com,CL669
Mme,Nom990,42170,810 Rue Principale,0635534762,Scientifique,0437887495,nom990@example.com,CL813
M.,Nom878,14894,957 Rue Principale,0362710576,Journaliste,0675750566,nom878@example.com,CL625
M.,Nom154,44466,601 Rue Principale,0577635583,Médecin,0302334200,nom154@example.com,CL321
Mme,Nom802,15418,11 Rue Principale,0482764301,Journaliste,0990430820,nom802@example.com,CL706
M.,Nom603,22793,174 Rue Principale,0488175149,Architecte,0782757857,nom603@example.com,CL748
M.,Nom525,82950,818 Rue Principale,0293973279,Pompier,0238418897,nom525@example.com,CL696
M.,Nom831,93258,591 Rue Principale,0510522937,Journaliste,0431336532,nom831@example.com,CL539
M.,Nom271,27792,840 Rue Principale,0673209890,Médecin,0747530662,nom271@example.com,CL18
Mme,Nom133,10922,79 Rue Principale,0510450505,Médecin,0238265799,nom133@example.com,CL873
Mme,Nom67,20477,942 Rue Principale,0775996375,Ingénieur,0380426119,nom67@example.com,CL593
M.,Nom930,67998,502 Rue Principale,0611171056,Artiste,0758582684,nom930@example.com,CL92
M.,Nom82,69588,194 Rue Principale,0212606157,Avocat,0858423062,nom82@example.com,CL371
M.,Nom643,38504,310 Rue Principale,0333090304,Pompier,0516731883,nom643@example.com,CL44
M.,Nom628,87761,873 Rue Principale,0441115421,Médecin,0315366579,nom628@example.com,CL666
Mme,Nom821,82774,261 Rue Principale,0520183416,Enseignante,0428416827,nom821@example.com,CL570
Mme,Nom536,15184,386 Rue Principale,0791974881,Artiste,0279525679,nom536@example.com,CL216
Mme,Nom157,31064,215 Rue Principale,0702053278,Médecin,0927669626,nom157@example.com,CL474
Mme,Nom191,13664,382 Rue Principale,0765893706,Artiste,0657010201,nom191@example.com,CL157
M.,Nom199,95553,997 Rue Principale,0755557618,Journaliste,0292679164,nom199@example.com,CL476
Mme,Nom797,26555,638 Rue Principale,0990873698,Médecin,0456007540,nom797@example.com,CL700
Mme,Nom379,62685,835 Rue Principale,0971968973,Ingénieur,0839522103,nom379@example.com,CL46
Mme,Nom821,54585,363 Rue Principale,0322787533,Informaticien,0657227785,nom821@example.com,CL240
Mme,Nom478,21520,503 Rue Principale,0603838183,Journaliste,0362491557,nom478@example.com,CL156
M.,Nom62,72179,88 Rue Principale,0263616216,Médecin,0823260774,nom62@example.com,CL261
M.,Nom549,32592,848 Rue Principale,0746673616,Enseignante,0794527144,nom549@example.com,CL302
M.,Nom658,88788,772 Rue Principale,0639786448,Enseignante,0550352858,nom658@example.com,CL15
Mme,Nom985,40423,716 Rue Principale,0661537269,Architecte,0939198633,nom985@example.com,CL851
Mme,Nom360,90198,841 Rue Principale,0292351940,Architecte,0871710783,nom360@example.com,CL540
Mme,Nom649,61487,168 Rue Principale,0803892087,Artiste,0253131874,nom649@example.com,CL139
Mme,Nom850,33521,389 Rue Principale,0643822663,Médecin,0645376556,nom850@example.com,CL309
M.,Nom340,47611,289 Rue Principale,0396485812,Pompier,0670646043,nom340@example.com,CL577
Mme,Nom107,55772,184 Rue Principale,0649174584,Architecte,0742336990,nom107@example.com,CL216
Mme,Nom348,98418,716 Rue Principale,0376644447,Artiste,0752285669,nom348@example.com,CL200
M.,Nom932,58848,898 Rue Principale,0624151540,Enseignante,0525572999,nom932@example.com,CL9
Mme,Nom123,26511,204 Rue Principale,0990426225,Artiste,0498045877,nom123@example.com,CL451
Mme,Nom828,51032,290 Rue Principale,0710279797,Médecin,0872455584,nom828@example.com,CL898
Mme,Nom910,85741,814 Rue Principale,0365927675,Pompier,0283325008,nom910@example.com,CL337
Mme,Nom862,88433,610 Rue Principale,0298189809,Enseignante,0833806461,nom862@example.com,CL105
Mme,Nom227,36870,526 Rue Principale,0752036397,Informaticien,0501879087,nom227@example.com,CL49
M.,Nom914,36082,198 Rue Principale,0426337370,Artiste,0342811326,nom914@example.com,CL589
M.,Nom625,48596,267 Rue Principale,0510807231,Avocat,0837291753,nom625@example.com,CL110
Mme,Nom182,57413,261 Rue Principale,0294243910,Enseignante,0909199093,nom182@example.com,CL950
M.,Nom614,25135,258 Rue Principale,0336599774,Enseignante,0195454357,nom614@example.com,CL141
Mme,Nom18,62099,676 Rue Principale,0327310760,Médecin,0807694748,nom18@example.com,CL487
M.,Nom105,13886,142 Rue Principale,0419743359,Médecin,0997115770,nom105@example.com,CL52
M.,Nom478,28211,121 Rue Principale,0487483391,Enseignante,0845385864,nom478@example.com,CL340
M.,Nom932,43609,696 Rue Principale,0109577658,Médecin,0709459472,nom932@example.com,CL182
Mme,Nom363,23094,700 Rue Principale,0529644302,Journaliste,0868083705,nom363@example.com,CL442
M.,Nom417,14978,877 Rue Principale,0253620587,Enseignante,0323755563,nom417@example.com,CL323
Mme,Nom459,14803,346 Rue Principale,0884402577,Architecte,0407052482,nom459@example.com,CL608
M.,Nom325,37988,184 Rue Principale,0901196534,Architecte,0470787989,nom325@example.com,CL447
Mme,Nom487,26143,405 Rue Principale,0251351031,Avocat,0512527597,nom487@example.com,CL860
Mme,Nom935,25364,877 Rue Principale,0872824722,Pompier,0449865479,nom935@example.com,CL747
M.,Nom706,74186,562 Rue Principale,0339217716,Artiste,0982678265,nom706@example.com,CL675
Mme,Nom678,73229,575 Rue Principale,0508424407,Enseignante,0930211076,nom678@example.com,CL63
Mme,Nom827,10671,984 Rue Principale,0617896441,Scientifique,0192754263,nom827@example.com,CL283
M.,Nom499,59308,740 Rue Principale,0602684903,Scientifique,0726633766,nom499@example.com,CL877
Mme,Nom838,10745,662 Rue Principale,0624283482,Médecin,0454868517,nom838@example.com,CL66
Mme,Nom993,12414,579 Rue Principale,0831976951,Avocat,0934224210,nom993@example.com,CL946
M.,Nom817,29097,915 Rue Principale,0993949367,Médecin,0150339090,nom817@example.com,CL929
Mme,Nom898,95389,177 Rue Principale,0506030327,Scientifique,0245689228,nom898@example.com,CL400
Mme,Nom69,64981,422 Rue Principale,0142974013,Informaticien,0467341795,nom69@example.com,CL230
M.,Nom118,73578,760 Rue Principale,0212346218,Avocat,0845631706,nom118@example.com,CL911
Mme,Nom159,29768,336 Rue Principale,0450611897,Enseignante,0607525047,nom159@example.com,CL527
M.,Nom668,71442,57 Rue Principale,0257530459,Avocat,0713176409,nom668@example.com,CL149
M.,Nom937,16318,696 Rue Principale,0231927880,Avocat,0212266657,nom937@example.com,CL444
M.,Nom643,81860,419 Rue Principale,0941331771,Ingénieur,0716897682,nom643@example.com,CL635
Mme,Nom951,49107,731 Rue Principale,0710814162,Pompier,0930798539,nom951@example.com,CL874
Mme,Nom921,37528,281 Rue Principale,0406966487,Pompier,0183270855,nom921@example.com,CL281
Mme,Nom235,37675,288 Rue Principale,0730292859,Journaliste,0548122948,nom235@example.com,CL70
M.,Nom979,15235,80 Rue Principale,0835930104,Scientifique,0475933653,nom979@example.com,CL260
Mme,Nom205,38241,730 Rue Principale,0512360829,Enseignante,0145662143,nom205@example.com,CL777
M.,Nom26,70971,752 Rue Principale,0853255745,Journaliste,0612922195,nom26@example.com,CL542
Mme,Nom301,10180,896 Rue Principale,0528169471,Journaliste,0409607180,nom301@example.com,CL448
M.,Nom18,47031,616 Rue Principale,0674283518,Architecte,0129818494,nom18@example.com,CL309
Mme,Nom776,90278,166 Rue Principale,0163608218,Informaticien,0958619983,nom776@example.com,CL652
Mme,Nom399,51767,626 Rue Principale,0909209060,Médecin,0329061993,nom399@example.com,CL387
M.,Nom749,91970,109 Rue Principale,0360314935,Avocat,0169683511,nom749@example.com,CL647
M.,Nom34,56512,261 Rue Principale,0806982403,Pompier,0222793851,nom34@example.com,CL458
Mme,Nom412,92129,430 Rue Principale,0511684870,Journaliste,0726328193,nom412@example.com,CL666
Mme,Nom432,37516,49 Rue Principale,0336572494,Médecin,0615166943,nom432@example.com,CL751
M.,Nom826,59104,489 Rue Principale,0777601742,Informaticien,0843823374,nom826@example.com,CL117
M.,Nom731,32510,344 Rue Principale,0782840244,Ingénieur,0864749393,nom731@example.com,CL141
Mme,Nom126,82342,895 Rue Principale,0303434617,Médecin,0448176407,nom126@example.com,CL869
M.,Nom523,81434,121 Rue Principale,0258549205,Enseignante,0237761105,nom523@example.com,CL521
M.,Nom933,55477,293 Rue Principale,0372944443,Scientifique,0217503955,nom933@example.com,CL491
Mme,Nom781,91199,192 Rue Principale,0981485814,Scientifique,0608042366,nom781@example.com,CL824
M.,Nom421,25262,904 Rue Principale,0956776370,Médecin,0721388021,nom421@example.com,CL474
M.,Nom436,17491,608 Rue Principale,0570553957,Journaliste,0945165246,nom436@example.com,CL996
Mme,Nom201,76286,278 Rue Principale,0766473744,Pompier,0564258579,nom201@example.com,CL97
M.,Nom867,32882,856 Rue Principale,0348833995,Ingénieur,0355151207,nom867@example.com,CL140
Mme,Nom261,77600,30 Rue Principale,0228227887,Pompier,0821162210,nom261@example.com,CL410
Mme,Nom299,58781,173 Rue Principale,0118944596,Avocat,0108516306,nom299@example.com,CL684
M.,Nom597,38896,757 Rue Principale,0192998879,Informaticien,0855501770,nom597@example.com,CL306
M.,Nom286,19582,261 Rue Principale,0514312895,Architecte,0631122745,nom286@example.com,CL102
M.,Nom397,72739,908 Rue Principale,0836236226,Architecte,0208517490,nom397@example.com,CL688
M.,Nom592,93289,136 Rue Principale,0597841334,Architecte,0787467108,nom592@example.com,CL969
M.,Nom420,31600,645 Rue Principale,0455372743,Enseignante,0456765692,nom420@example.com,CL3
M.,Nom804,11814,266 Rue Principale,0625018078,Ingénieur,0625282434,nom804@example.com,CL241
Mme,Nom753,75431,776 Rue Principale,0544148665,Enseignante,0534151360,nom753@example.com,CL676
Mme,Nom793,19420,406 Rue Principale,0627275203,Artiste,0382997850,nom793@example.com,CL414
Mme,Nom893,84389,106 Rue Principale,0610175497,Informaticien,0891453315,nom893@example.com,CL122
Mme,Nom927,85310,258 Rue Principale,0349060146,Journaliste,0613091188,nom927@example.com,CL404
M.,Nom866,56303,780 Rue Principale,0277793296,Journaliste,0303546305,nom866@example.com,CL120
Mme,Nom545,98638,898 Rue Principale,0465504067,Pompier,0660602319,nom545@example.com,CL33
M.,Nom88,33957,328 Rue Principale,0622701878,Ingénieur,0988247150,nom88@example.com,CL472
M.,Nom519,14348,417 Rue Principale,0249532558,Médecin,0308511298,nom519@example.com,CL958
Mme,Nom592,26313,674 Rue Principale,0709597981,Artiste,0502839569,nom592@example.com,CL629
Mme,Nom337,76740,90 Rue Principale,0302306608,Avocat,0147648798,nom337@example.com,CL134
Mme,Nom145,49771,847 Rue Principale,0823144532,Ingénieur,0435668280,nom145@example.com,CL554
M.,Nom20,98649,655 Rue Principale,0316118613,Ingénieur,0539899275,nom20@example.com,CL695
Mme,Nom791,67829,442 Rue Principale,0184059016,Avocat,0625405337,nom791@example.com,CL751
Mme,Nom517,40020,171 Rue Principale,0204437616,Médecin,0769741465,nom517@example.com,CL290
Mme,Nom529,21010,365 Rue Principale,0196533931,Pompier,0942005191,nom529@example.com,CL453
M.,Nom357,37503,842 Rue Principale,0504354595,Enseignante,0465206632,nom357@example.com,CL221
M.,Nom986,68125,739 Rue Principale,0231540716,Avocat,0672433594,nom986@example.com,CL426
Mme,Nom533,37189,646 Rue Principale,0819310594,Informaticien,0747586371,nom533@example.com,CL753
M.,Nom300,40613,417 Rue Principale,0527489742,Médecin,0561394623,nom300@example.com,CL761
M.,Nom60,29672,19 Rue Principale,0172568510,Journaliste,0587257849,nom60@example.com,CL658
M.,Nom766,77320,6 Rue Principale,0237479773,Journaliste,0734772665,nom766@example.com,CL462
Mme,Nom18,64628,217 Rue Principale,0645742817,Enseignante,0838239075,nom18@example.com,CL163
M.,Nom477,46847,792 Rue Principale,0793234384,Scientifique,0425630272,nom477@example.com,CL643
Mme,Nom541,35654,403 Rue Principale,0104943830,Médecin,0918770341,nom541@example.com,CL376
Mme,Nom760,76206,898 Rue Principale,0991185319,Médecin,0669605791,nom760@example.com,CL221
M.,Nom763,83480,131 Rue Principale,0566588113,Enseignante,0805905589,nom763@example.com,CL506
M.,Nom335,91007,370 Rue Principale,0798224979,Enseignante,0431660873,nom335@example.com,CL9
Mme,Nom340,60890,24 Rue Principale,0449607099,Enseignante,0725588082,nom340@example.com,CL181
Mme,Nom633,25124,850 Rue Principale,0989926771,Informaticien,0248178283,nom633@example.com,CL634
Mme,Nom631,60782,477 Rue Principale,0481771704,Journaliste,0520995414,nom631@example.com,CL108
M.,Nom653,88218,93 Rue Principale,0433791187,Médecin,0777021632,nom653@example.com,CL51
M.,Nom861,46128,800 Rue Principale,0122375816,Médecin,0962869250,nom861@example.com,CL536
Mme,Nom71,43124,47 Rue Principale,0539702527,Journaliste,0463161107,nom71@example.com,CL300
Mme,Nom213,68376,129 Rue Principale,0580413134,Enseignante,0504639804,nom213@example.com,CL803
M.,Nom676,67451,758 Rue Principale,0579362212,Médecin,0565076520,nom676@example.com,CL249
Mme,Nom349,99546,425 Rue Principale,0269298396,Avocat,0417096734,nom349@example.com,CL41
Mme,Nom299,36291,313 Rue Principale,0256488744,Médecin,0589075556,nom299@example.com,CL535
M.,Nom815,52302,360 Rue Principale,0347101741,Pompier,0288667146,nom815@example.com,CL524
Mme,Nom881,44832,567 Rue Principale,0969798344,Journaliste,0318304278,nom881@example.com,CL215
M.,Nom856,90946,548 Rue Principale,0387210218,Enseignante,0412436556,nom856@example.com,CL728
M.,Nom376,35086,612 Rue Principale,0810376306,Journaliste,0467771828,nom376@example.com,CL327
M.,Nom901,69229,473 Rue Principale,0734791796,Architecte,0820805781,nom901@example.com,CL669
Mme,Nom53,98795,840 Rue Principale,0761372878,Artiste,0636712130,nom53@example.com,CL32
Mme,Nom627,44949,209 Rue Principale,0514545209,Artiste,0750939452,nom627@example.com,CL809
M.,Nom471,86509,55 Rue Principale,0998775526,Pompier,0616954901,nom471@example.com,CL324
Mme,Nom486,42599,12 Rue Principale,0485972640,Avocat,0371058418,nom486@example.com,CL617
M.,Nom875,68278,752 Rue Principale,0874825984,Architecte,0799781396,nom875@example.com,CL706
Mme,Nom480,94674,603 Rue Principale,0194431752,Scientifique,0410364102,nom480@example.com,CL588
Mme,Nom182,14770,703 Rue Principale,0974760964,Journaliste,0197944453,nom182@example.com,CL755
M.,Nom299,43613,205 Rue Principale,0912082807,Scientifique,0394070086,nom299@example.com,CL86
M.,Nom654,75493,842 Rue Principale,0302611122,Architecte,0804265028,nom654@example.com,CL141
Mme,Nom615,84100,519 Rue Principale,0701124011,Pompier,0606487839,nom615@example.com,CL290
M.,Nom139,65119,474 Rue Principale,0755885913,Médecin,0217527386,nom139@example.com,CL625
M.,Nom684,14041,81 Rue Principale,0641251784,Artiste,0518404417,nom684@example.com,CL547
Mme,Nom398,70048,468 Rue Principale,0826189938,Artiste,0903988600,nom398@example.com,CL87
Mme,Nom218,18503,284 Rue Principale,0439787691,Artiste,0898970690,nom218@example.com,CL433
Mme,Nom637,83705,504 Rue Principale,0737859972,Pompier,0945743268,nom637@example.com,CL29
M.,Nom402,78530,564 Rue Principale,0767216272,Scientifique,0694159867,nom402@example.com,CL565
Mme,Nom362,53006,942 Rue Principale,0415021398,Enseignante,0822712198,nom362@example.com,CL706
Mme,Nom271,62815,974 Rue Principale,0948841581,Médecin,0282909433,nom271@example.com,CL506
Mme,Nom580,76350,471 Rue Principale,0868079899,Avocat,0256788208,nom580@example.com,CL124
M.,Nom970,91483,66 Rue Principale,0993266828,Informaticien,0992400067,nom970@example.com,CL734
M.,Nom672,85678,371 Rue Principale,0419198290,Avocat,0528230853,nom672@example.com,CL56
Mme,Nom479,37428,446 Rue Principale,0103657891,Journaliste,0257926529,nom479@example.com,CL138
M.,Nom903,76559,980 Rue Principale,0993023522,Ingénieur,0949570427,nom903@example.com,CL64
Mme,Nom954,70536,844 Rue Principale,0646053713,Ingénieur,0594719964,nom954@example.com,CL376
M.,Nom460,97353,233 Rue Principale,0256581353,Scientifique,0880047936,nom460@example.com,CL329
Mme,Nom22,67682,852 Rue Principale,0397341663,Informaticien,0402203200,nom22@example.com,CL949
M.,Nom325,74729,228 Rue Principale,0284560173,Médecin,0269265005,nom325@example.com,CL293
Mme,Nom490,53412,105 Rue Principale,0619165162,Pompier,0825403629,nom490@example.com,CL975
Mme,Nom484,56732,922 Rue Principale,0750147695,Pompier,0126429564,nom484@example.com,CL215
Mme,Nom107,93847,906 Rue Principale,0739090419,Ingénieur,0457064489,nom107@example.com,CL733
Mme,Nom528,51077,882 Rue Principale,0743525475,Journaliste,0924036944,nom528@example.com,CL239
Mme,Nom384,81597,833 Rue Principale,0479412791,Scientifique,0729971775,nom384@example.com,CL506
Mme,Nom880,10754,277 Rue Principale,0839249469,Informaticien,0625833240,nom880@example.com,CL911
Mme,Nom27,19711,613 Rue Principale,0490478250,Ingénieur,0325103923,nom27@example.com,CL572
Mme,Nom409,63314,285 Rue Principale,0365253106,Enseignante,0717110987,nom409@example.com,CL810
M.,Nom272,75079,150 Rue Principale,0835835678,Pompier,0299695638,nom272@example.com,CL772
M.,Nom327,24607,377 Rue Principale,0331751889,Journaliste,0216901273,nom327@example.com,CL610
M.,Nom525,83456,945 Rue Principale,0188066262,Médecin,0556206775,nom525@example.com,CL162
M.,Nom933,67156,626 Rue Principale,0695379319,Avocat,0621601075,nom933@example.com,CL993
Mme,Nom876,33163,132 Rue Principale,0363530675,Ingénieur,0584946468,nom876@example.com,CL360
M.,Nom595,61704,55 Rue Principale,0387784275,Architecte,0344295131,nom595@example.com,CL237
